,census_tract,Total population in occupied housing units:,Owner_occupied,Owner_occupied_Moved in 1999 or earlier,Renter_occupied,Renter_occupied_Moved in 1999 or earlier,year,percent_owners,percent_renters,percent_old_owners,percent_old_renters,renters_owners_ratio,old_renters_owners_ratio
166,80601,2222,220,12,2002,291,2012,0.0054005400540054005,0.13096309630963096,0.05454545454545454,0.005994005994005994,0.10989010989010989,0.041237113402061855
148,80601,2133,224,11,1909,238,2013,0.005157055789967183,0.11157993436474449,0.049107142857142856,0.005762179151388162,0.11733892090099529,0.046218487394957986
130,80601,2079,71,15,2008,270,2014,0.007215007215007215,0.12987012987012986,0.2112676056338028,0.007470119521912351,0.035358565737051796,0.05555555555555555
112,80601,2132,138,21,1994,286,2015,0.009849906191369606,0.13414634146341464,0.15217391304347827,0.01053159478435306,0.06920762286860582,0.07342657342657342
94,80601,2048,147,7,1901,312,2016,0.00341796875,0.15234375,0.047619047619047616,0.003682272488164124,0.0773277222514466,0.022435897435897436
76,80601,2022,193,14,1829,408,2017,0.006923837784371909,0.20178041543026706,0.07253886010362694,0.007654455986878075,0.10552214324767632,0.03431372549019608
58,80601,1926,209,12,1717,444,2018,0.006230529595015576,0.23052959501557632,0.05741626794258373,0.006988934187536401,0.12172393709959231,0.02702702702702703
42,80601,1865,312,21,1553,403,2019,0.011260053619302948,0.2160857908847185,0.0673076923076923,0.013522215067611075,0.20090148100450742,0.052109181141439205
24,80601,1898,324,28,1574,382,2020,0.014752370916754479,0.20126448893572182,0.08641975308641975,0.017789072426937738,0.20584498094027953,0.07329842931937172
6,80601,1807,355,28,1452,210,2021,0.01549529607083564,0.11621472053126729,0.07887323943661972,0.01928374655647383,0.24449035812672176,0.13333333333333333
25,81302,2210,114,0,2096,158,2020,0.0,0.07149321266968325,0.0,0.0,0.05438931297709924,0.0
7,81302,2687,151,0,2536,310,2021,0.0,0.11537030145143283,0.0,0.0,0.05954258675078864,0.0
